procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  1   3840 1415244 1056140 5980364    0    0     0 58872 60318 89451  1  4 90  5  0
 1  1   3840 1352060 1057100 6026068    0    0     0 63140 60817 90549  1  3 90  6  0
 0  1   3840 1312572 1058520 6071884    0    0     0 62420 60602 90418  1  3 90  6  0
 1  1   3840 1090792 1059644 6115800    0    0     0 62900 63371 91142  6  5 84  6  0
 1  1   3840 1061220 1060340 6162700    0    0     0 63388 60130 89778  2  4 89  6  0
 0  1   3840 1144004 1062188 6207284    0    0     8 61772 61655 91583  5  5 85  6  0
 0  1   3840 1107628 1062532 6254240    0    0     0 63428 61561 91842  2  3 90  6  0
 1  1   3840 1053328 1065364 6300624    0    0     0 62328 60193 89200  1  3 90  6  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  1   3840 1009960 1065672 6348976    0    0     0 62948 60696 90586  1  3 90  6  0
 1  1   3840 956028 1066356 6396308    0    0     0 63468 60610 90312  1  3 90  6  0
 2  1   3840 1031792 1068152 6442044    0    0     0 63132 62282 93745  1  3 90  6  0
 1  1   3840 1511544 1069720 5967620    0    0     0 57940 61108 90825  1  4 90  5  0
 0  1   3840 1470236 1071184 6014212    0    0     0 63128 59727 88959  1  3 90  6  0
 1  1   3840 1458916 1073896 6058340    0    0     0 62740 60524 90137  1  3 90  6  0
 2  1   3840 1417176 1074240 6107488    0    0     0 63316 60950 91376  1  3 90  6  0
 2  0   3840 1556340 1074240 5948788    0    0     0   928 58717 87522  4  3 93  0  0
 2  0   3840 1570392 1074240 5946312    0    0     0     0 74489 117445  6  5 89  0  0
 2  0   3840 1573904 1074240 5946088    0    0     0    48 54746 78678  1  3 96  0  0
 0  0   3840 1619540 1074240 5944796    0    0    40    16 56399 79774  1  2 96  0  0
 0  0   3840 1617036 1074240 5944748    0    0     0    20 54458 77785  1  2 97  0  0
 1  0   3840 1636380 1074240 5944760    0    0     0   200 55185 74301  2  2 95  0  0
 1  0   3840 1635524 1074240 5944764    0    0     0     0 54261 77307  1  2 97  0  0
 2  0   3840 1728844 1074240 5944772    0    0     0    16 54726 77999  5  3 92  0  0
 0  0   3840 1726896 1074240 5944776    0    0     0   164 53882 76697  1  3 96  0  0
 1  0   3840 1733468 1074240 5944780    0    0     0     0 53950 76747  1  2 97  0  0
 1  0   3840 1870380 1074240 5944340    0    0     0   252 54956 78357  1  2 97  0  0
 1  0   3840 1890180 1074240 5944340    0    0     0     0 54348 77091  1  2 96  0  0
 0  0   3840 1889144 1074240 5944348    0    0     0    20 53915 76058  1  3 96  0  0
 1  0   3840 1889816 1074240 5944364    0    0     0     0 55236 78869  1  2 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 1  0   3840 1896080 1074240 5944364    0    0     0     0 54364 77791  1  2 97  0  0
 1  0   3840 1899768 1074240 5944372    0    0     0    32 55098 78659  1  2 97  0  0
 0  0   3840 1900744 1074240 5944376    0    0     0     0 54763 78183  1  2 96  0  0
 0  0   3840 1902260 1074240 5944380    0    0     0    12 54258 76769  1  2 97  0  0
 0  1   3840 1894736 1074240 5944496    0    0     0    80 54099 76529  1  2 97  0  0
 1  0   3840 1905168 1074240 5944392    0    0     0   128 55188 78641  1  2 97  0  0
 1  0   3840 1899896 1074240 5944396    0    0     0    28 55110 79135  1  2 97  0  0
 1  0   3840 1902088 1074240 5944408    0    0     0    24 53752 75859  1  2 97  0  0
 0  0   3840 1898376 1074240 5944408    0    0     0     8 54419 77834  1  2 97  0  0
 0  0   3840 1898796 1074240 5944412    0    0     0    56 54740 78215  1  2 97  0  0
 1  0   3840 1895116 1074240 5944424    0    0     0    32 54914 77900  1  2 97  0  0
 1  0   3840 1899780 1074240 5944424    0    0     0   188 55380 78950  2  2 95  0  0
 0  0   3840 1894920 1074240 5944328    0    0     0     0 57590 79197  1  2 97  0  0
 0  0   3840 1898496 1074240 5942488    0    0     0     8 26884 21528  1  1 98  0  0
 2  0   3840 1898724 1074240 5942396    0    0     0    64 18951 5892  1  1 99  0  0
 0  0   3840 1898084 1074240 5942472    0    0     0   168 18932 6007  0  0 99  0  0
 0  0   3840 1900564 1074240 5942476    0    0     0     0 19121 6124  0  1 99  0  0
 0  0   3840 1898784 1074240 5942484    0    0     0     0 18851 5547  0  1 99  0  0
 0  0   3840 1897560 1074240 5942492    0    0     0     8 19160 6012  0  0 99  0  0
 2  0   3840 1900264 1074240 5942492    0    0     0    60 19088 6261  0  1 99  0  0
 0  0   3840 1897324 1074240 5942504    0    0     0    60 18969 6070  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  0   3840 1895308 1074240 5942504    0    0     0    56 18726 5287  0  0 99  0  0
 0  0   3840 1896288 1074240 5942508    0    0     0     0 19320 6546  0  1 99  0  0
 0  0   3840 1891160 1074240 5942520    0    0     0    12 19306 6648  0  1 99  0  0
 0  0   3840 1890232 1074240 5942520    0    0     0    48 18706 5498  0  0 99  0  0
 0  0   3840 1891468 1074240 5942524    0    0     0     0 18770 5661  0  1 99  0  0
 0  0   3840 1890444 1074240 5942540    0    0     0   236 18711 5283  0  1 99  0  0
 0  0   3840 1887872 1074240 5942644    0    0     0     0 19105 6172  1  0 99  0  0
 0  0   3840 1887464 1074240 5942552    0    0     0     0 40520 48658  1  2 97  0  0
 0  0   3840 1887408 1074240 5942560    0    0     0    12 19260 6733  1  1 99  0  0
 0  0   3840 1886936 1074240 5942560    0    0     0     8 18730 5629  0  0 99  0  0
 0  0   3840 1887532 1074240 5942572    0    0     0    76 19229 6520  0  1 99  0  0
 0  0   3840 1891484 1074240 5942572    0    0     0    52 21501 6984  2  1 97  0  0
 0  0   3840 1896892 1074240 5942576    0    0     0     0 18386 5020  0  0 99  0  0
 0  0   3840 1893640 1074240 5942592    0    0     0     8 19249 6733  0  1 99  0  0
 0  0   3840 1894904 1074240 5942696    0    0     0     0 19272 6830  0  1 99  0  0
 0  0   3840 1748860 1074240 5942740    0    0     0    92 19453 6454  4  2 94  1  0
 1  0   3840 1732136 1074240 5943384    0    0     0   624 63857 108240  8  7 85  0  0
 0  0   3840 1755164 1074240 5949316    0    0     0     0 64475 98049  4  5 91  0  0
 0  0   3840 1750284 1074240 5950048    0    0     0    20 38418 42320  5  3 92  0  0
 3  0   3840 1746072 1074240 5950048    0    0     0     4 48478 65897  5  4 91  0  0
 0  0   3840 1746192 1074240 5951196    0    0     0    88 68185 104923  7  5 88  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 0  0   3840 1748132 1074240 5951104    0    0     0   128 26950 21765  3  2 95  0  0
 1  0   3840 1743908 1074240 5951208    0    0     0     0 53859 75629  4  4 92  0  0
 0  0   3840 1724284 1074240 5954656    0    0     0    20 45075 58240  5  3 92  0  0
 1  0   3840 1710148 1074240 5959764    0    0     0     4 66097 100055  4  7 88  0  0
 8  0   3840 1677188 1074240 5968172    0    0     0   204 48381 77848 30  4 66  0  0
 4  0   3840 1688464 1074240 5965296    0    0     0    52 56924 100435 35  5 59  0  0
 5  0   3840 1687220 1074240 5965304    0    0     0     4 23297 14779 26  1 73  0  0
 6  0   3840 1701360 1074240 5965308    0    0     0     8 43413 63033 28  3 69  0  0
 6  0   3840 1708252 1074240 5965312    0    0     0    20 68026 113777 29  4 67  0  0
 5  0   3840 1710840 1074240 5965120    0    0     0   340 25106 18455 27  1 72  0  0
 4  0   3840 1706460 1074240 5965328    0    0     0     0 20405 9075 26  1 73  0  0
 5  0   3840 1714488 1074240 5951304    0    0     0    56 22565 13570 27  1 72  0  0
 5  0   3840 1713496 1074240 5951108    0    0     0     8 19331 6183 28  1 72  0  0
 7  0   3840 1718204 1074240 5951312    0    0     0     0 21095 10127 26  1 73  0  0
 7  0   3840 1720080 1074240 5951320    0    0     0    52 21859 11937 26  1 73  0  0
 4  0   3840 1719496 1074240 5951324    0    0     0    68 20250 5971 28  1 72  0  0
 4  0   3840 1718180 1074240 5951328    0    0     0    44 18626 5110 26  0 74  0  0
 4  0   3840 1713404 1074240 5951332    0    0     0    24 18940 6129 26  1 73  0  0
 4  0   3840 1715260 1074240 5951348    0    0     0     0 19155 6170 26  1 73  0  0
 4  0   3840 1723820 1074240 5951352    0    0     0    44 18365 4665 26  0 74  0  0
 4  0   3840 1723868 1074240 5951552    0    0     0     0 18774 5841 26  0 74  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 5  0   3840 1720372 1074240 5951364    0    0     0     0 18766 5541 26  0 74  0  0
 5  0   3840 1721852 1074240 5951368    0    0     0    68 18461 4962 26  0 74  0  0
 4  0   3840 1720040 1074240 5951372    0    0     0     8 18632 5311 26  0 74  0  0
 4  0   3840 1719776 1074240 5951380    0    0     0    88 19290 6462 26  0 74  0  0
 4  0   3840 1721248 1074240 5951276    0    0     0     0 18307 4894 26  0 74  0  0
 4  0   3840 1718764 1074240 5951392    0    0     0     4 19194 6451 26  1 74  0  0
 4  0   3840 1718068 1074240 5951396    0    0     0    60 19286 6411 26  1 74  0  0
 4  0   3840 1716712 1074240 5951296    0    0     0     0 18367 4885 26  0 74  0  0
 4  0   3840 1716060 1074240 5951412    0    0     0    40 19248 6661 26  1 74  0  0
 4  0   3840 1716060 1074240 5951416    0    0     0     0 18409 4659 26  0 74  0  0
 4  0   3840 1715760 1074240 5951420    0    0     0     0 19579 6885 26  1 74  0  0
 4  0   3840 1716020 1074240 5951432    0    0     0     0 19310 6199 26  0 74  0  0
 5  0   3840 1720376 1074240 5951504    0    0     0    64 18575 4627 26  0 74  0  0
 4  0   3840 1712952 1074240 5951508    0    0     0    56 19412 6604 26  0 74  0  0
 4  0   3840 1712020 1074240 5951516    0    0     0    40 21350 7192 27  1 72  0  0
 4  0   3840 1715588 1074240 5951516    0    0     0     0 18474 4940 26  0 74  0  0
 4  0   3840 1714992 1074240 5951528    0    0     0     4 18932 6164 26  0 74  0  0
 4  0   3840 1718236 1074240 5951536    0    0     0    64 19123 6512 26  1 73  0  0
 4  0   3840 1720792 1074240 5951540    0    0     0    48 18302 4877 26  0 74  0  0
 4  0   3840 1725276 1074240 5951548    0    0     0     0 18916 5571 26  0 74  0  0
 4  0   3840 1722920 1074240 5951552    0    0     0     0 19180 6412 26  0 74  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 4  0   3840 1724864 1074240 5951556    0    0     0     0 18322 4860 26  0 74  0  0
 4  0   3840 1723724 1074240 5951564    0    0     0    60 19139 6651 26  1 74  0  0
 4  0   3840 1722912 1074240 5951564    0    0     0   224 19092 6263 26  1 73  0  0
 4  0   3840 1727584 1074240 5951576    0    0     0     0 18408 4775 26  0 74  0  0
 4  0   3840 1721656 1074240 5951584    0    0     0     4 19038 5529 26  0 74  0  0
 4  0   3840 1721484 1074240 5951592    0    0     0     0 18772 5367 26  0 74  0  0
 4  0   3840 1719640 1074240 5951596    0    0     0    68 18608 4551 26  0 74  0  0
 5  0   3840 1729200 1074240 5951604    0    0     0    72 20862 6792 28  1 71  0  0
 5  0   3840 1567252 1074240 5951612    0    0     0   100 19065 6523 28  2 70  0  0
 4  0   3840 1567112 1074240 5951616    0    0     0     0 18387 4788 27  1 72  0  0
 5  0   3840 1566752 1074240 5951308    0    0     0     0 19128 6541 26  1 74  0  0
 4  0   3840 1566532 1074240 5951628    0    0     0     8 19091 6089 26  0 74  0  0
 5  0   3840 1677944 1074240 5951764    0    0     0   176 18498 5236 29  2 68  0  0
 4  0   3840 1677104 1074240 5951768    0    0     0   460 18801 5857 26  1 74  0  0
 5  0   3840 1680020 1074240 5951772    0    0     0     0 18258 4764 26  0 74  0  0
 5  0   3840 1687412 1074240 5951780    0    0     0     4 19526 6811 26  1 74  0  0
 4  0   3840 1684900 1074240 5951788    0    0     0    16 19243 6412 26  1 74  0  0
 4  0   3840 1689904 1074240 5951676    0    0     0   356 18340 4854 26  0 74  0  0
 4  0   3840 1685980 1074240 5951680    0    0     0     0 18955 5846 26  0 74  0  0
 4  0   3840 1686512 1074240 5951688    0    0     0     0 19223 6525 26  0 74  0  0
 4  0   3840 1688884 1074240 5951696    0    0     0     0 18280 4538 26  0 74  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 4  0   3840 1702784 1074240 5953812    0    0     0     8 20519 6497 27  1 72  0  0
 6  4  16640 1581704 1059124 5382604    0 12860     0 14296 54786 92283 29 16 39 16  0
 6  4  16640 794360 1059124 5380436    0    0     4   620 47832 67456 33 10 39 18  0
 6  4 131072 1271152 1058544 5275752    0 114372     0 115228 24529 18821 34  6 41 19  0
 6  4 908032 238052 1058544 5275756    0 776988     0 777544 26490 10467 29 10 41 20  0
 6  4  18432 1047248 1058544 5275796    0 158888     0 159780 24216 17365 33  8 39 20  0
 6  4  18432 228840 1058544 5276064    0    0     0   924 23303 17994 35  5 42 18  0
11  3  18432 229428 1058544 5275808    0    0     0   576 22570 16068 37  2 41 19  0
 6  4 565248 236704 1058544 5275812    0 546816     0 547748 26301 13825 33  7 41 19  0
 7  4 235776 1065364 1058544 5275916    0 501760     0 502728 25958 14373 32  8 40 21  0
 6  4  18688 233760 1058544 5275872    0    0     0   544 22512 16267 27 13 42 18  0
 7  3  18688 159880 1058544 5275880    0    0     0   964 23699 18646 28 12 42 19  0
 7  3  18688 617280 1058544 5275884    0    0     0   928 24790 18638 33  9 40 18  0
 6  4  18688 211516 1058544 5275888    0    0     0   560 22536 16551 37  3 41 19  0
 7  3  18688 1378612 1058544 5272008    0    0     0   956 23309 17849 33  8 39 20  0
 9  3  18688 211656 1058548 5271892    0    0     4  1928 24002 19310 36  6 39 19  0
 7  4  18688 410384 1058548 5271896    0    0     0   552 22431 16388 33 10 36 20  0
 6  4  18688 569844 1058572 5271916    0    0     0   928 23648 18520 29 11 42 18  0
 6  4  18688 199272 1058672 5271932    0    0    12  1536 24027 19133 37  3 42 18  0
 6  4  18688 1417620 1058720 5271936    0    0     0   612 22592 16035 33  7 40 20  0
 6  4  19712 251548 1058812 5169544    0  944    16  2052 23403 17969 34  6 41 19  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 7  2  19712 1741660 1058956 5169484    0    0     0  1076 24160 19147 38  3 41 18  0
 6  4  19712 310216 1059048 5169484    0    0     0   568 22687 16032 30 11 39 20  0
 7  4  19712 1543632 1059148 5169500    0    0     8  1736 25373 20015 36  7 39 18  0
 6  4  19712 2119936 1059300 5169504    0    0     0   940 23358 17817 33 12 36 19  0
 6  4  19712 185580 1059340 5169504    0    0     0   564 22519 16058 31  9 41 19  0
 6  4  19712 1364772 1059436 5169512    0    0     0   928 23283 17793 36  4 42 18  0
 6  4  20992 198576 1045904 4979672    0 1384     0  1968 22487 16315 32  8 40 20  0
 6  4  20992 209888 1045968 4979728    0    0     0   828 23627 18288 39  1 42 18  0
 7  4  20992 214188 1046052 4979732    0    0     0   976 23327 17799 39  1 41 19  0
 6  4  20992 219984 1046108 4979808    0    0     0   584 22544 15814 38  1 41 19  0
 6  4  20992 225584 1046332 4979812    0    0     0   912 23436 17841 39  1 41 19  0
 8  4  20992 238004 1046572 4979816    0    0     0   964 23820 18590 39  1 42 18  0
 6  4  20992 248328 1046712 4979816    0    0     0   632 22571 16357 38  2 41 19  0
 6  4  20992 2297172 1046880 4979832    0    0     0   984 23684 18526 35  5 41 19  0
 6  4  20992 934080 1047048 4979840    0    0     0   984 24714 18105 37  6 41 17  0
 6  1  20992 503844 1047140 4979808    0    0     0   592 22508 16254 37  3 41 19  0
 7  4  20992 515608 1047320 4979816    0    0     0   924 23114 17575 38  2 41 19  0
 6  4  20992 520352 1047500 4979828    0    0     0   984 23883 18985 39  1 42 18  0
 6  4  20992 526912 1047588 4979832    0    0     0   580 22485 16369 38  2 40 20  0
 6  4  20992 532944 1047780 4979840    0    0     0   848 23592 18473 39  1 41 19  0
 6  4  20992 1250080 1048060 4979844    0    0     0  1308 23563 18103 33  8 40 19  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b 交换 空闲 缓冲 缓存   si   so    bi    bo   in   cs us sy id wa st
 9  1  20992 522092 1048144 4979852    0    0     0   608 22601 16523 37  3 41 19  0
11  4  20992 510012 1048344 4979852    0    0     0   904 23593 18680 39  2 40 19  0
 6  4  20992 509784 1048492 4979860    0    0     0   868 23747 18571 39  2 41 19  0
 6  4  20992 509596 1048576 4979864    0    0     0   604 22688 16671 39  1 42 18  0
 7  4  20992 533828 1048720 4979836    0    0     0   920 38124 45639 43  3 36 18  0
 7  4  20992 540584 1048880 4980644    0    0     0  1004 69561 137261 46  7 30 16  0
 9  4  20992 537964 1048936 4990380    0    0     0   680 42802 57502 44  3 34 19  0
 9  4  20992 562888 1048976 4990392    0    0     0   932 32925 37455 46  3 34 17  0
 9  4  20992 568176 1049060 4990400    0    0     0   948 36970 44411 46  4 34 16  0
 8  4  20992 418924 1049104 4990536    0    0     0  1348 60622 93497 48  6 27 18  0
15  4 259840 1390604 1049152 4990676    0 238952     0 240396 43640 54096 43  7 33 17  0
10  4 1029376 1228284 1049156 4990680    0 769784     0 770352 72204 100622 35 10 35 20  0
 6  4  20736 1943948 1049156 4989824    0 39840     0 40748 56557 83805 42 10 30 18  0
 6  4  20736 1610404 1049156 4987784    0    0     0   832 39058 48009 43  4 35 18  0
 6  4  20736 1251004 1049156 4992668    0    0     0   768 64365 100693 42  5 35 18  0
 8  4  20736 879296 1049156 4992672    0    0     0   912 44371 60412 39  4 38 19  0
 6  4  20736 614076 1049156 4992680    0    0     0   876 25858 22892 39  3 40 19  0
 7  4  20736 427132 1049156 4992684    0    0     0   708 57744 87436 42  5 35 19  0
 6  4  20736 371172 1049156 4994848    0    0    48  1028 53641 78896 41  5 36 18  0
 3  0  20736 382484 1049156 4994848    0    0     0   164 48346 83110 16  3 81  1  0
 1  0  20736 1424968 1049156 4992672    0    0     0     0 41763 68444 12  4 84  0  0
