Linux 6.8.0-59-generic (superlzx) 	2025年05月16日 	_x86_64_	(16 CPU)

15时39分37秒     CPU     %user     %nice   %system   %iowait    %steal     %idle
16时09分54秒     all     31.03      0.00      1.02      0.00      0.00     67.96
16时09分55秒     all     28.71      0.00      0.95      0.00      0.00     70.34
16时09分56秒     all     26.40      0.00      0.70      0.00      0.00     72.91
16时09分57秒     all     31.11      0.00      1.15      0.00      0.00     67.75
16时09分58秒     all     27.16      0.00      0.89      0.06      0.00     71.89
16时09分59秒     all     28.54      0.00      0.95      0.00      0.00     70.50
16时10分00秒     all     29.21      0.00      0.82      0.00      0.00     69.96
16时10分01秒     all     29.17      0.00      0.82      0.00      0.00     70.01
16时10分02秒     all     27.45      0.00      1.08      0.00      0.00     71.47
16时10分03秒     all     31.20      0.00      1.14      0.00      0.00     67.66
16时10分04秒     all     29.10      0.00      0.70      0.00      0.00     70.21
16时10分05秒     all     26.39      0.00      0.64      0.00      0.00     72.98
16时10分06秒     all     30.65      0.00      1.27      0.00      0.00     68.08
16时10分07秒     all     29.12      0.00      0.70      0.00      0.00     70.18
16时10分08秒     all     26.64      0.00      0.64      0.06      0.00     72.66
16时10分09秒     all     31.12      0.00      1.14      0.00      0.00     67.74
16时10分10秒     all     28.84      0.00      0.76      0.00      0.00     70.39
16时10分11秒     all     26.58      0.00      0.76      0.00      0.00     72.66
16时10分12秒     all     29.00      0.00      1.02      0.00      0.00     69.99
16时10分13秒     all     28.79      0.00      0.57      0.06      0.00     70.57
16时10分14秒     all     28.93      0.00      0.89      0.00      0.00     70.18
16时10分15秒     all     28.53      0.00      0.70      0.00      0.00     70.78
16时10分16秒     all     29.26      0.00      0.89      0.00      0.00     69.85
16时10分17秒     all     28.92      0.00      0.95      0.38      0.00     69.75
16时10分18秒     all     28.79      0.00      0.70      0.13      0.00     70.39
16时10分19秒     all     29.77      0.00      1.34      0.00      0.00     68.89
16时10分20秒     all     29.00      0.00      1.20      0.19      0.00     69.61
16时10分21秒     all     29.05      0.00      0.64      0.00      0.00     70.31
16时10分22秒     all     28.84      0.00      0.76      0.00      0.00     70.40
16时10分23秒     all     28.93      0.00      0.95      0.00      0.00     70.12
16时10分24秒     all     28.83      0.00      0.76      0.00      0.00     70.41
16时10分25秒     all     28.81      0.00      0.89      0.00      0.00     70.30
16时10分26秒     all     28.82      0.00      0.95      0.00      0.00     70.23
16时10分27秒     all     29.03      0.00      0.89      0.00      0.00     70.08
16时10分28秒     all     28.95      0.00      0.76      0.19      0.00     70.10
16时10分29秒     all     28.61      0.00      1.21      0.00      0.00     70.18
16时10分30秒     all     28.84      0.00      0.76      0.00      0.00     70.39
16时10分31秒     all     29.10      0.00      0.70      0.13      0.00     70.08
16时10分32秒     all     29.04      0.00      0.95      0.00      0.00     70.01
16时10分33秒     all     28.93      0.00      0.95      0.00      0.00     70.11
16时10分34秒     all     28.92      0.00      0.70      0.00      0.00     70.39
16时10分35秒     all     28.73      0.00      0.95      0.00      0.00     70.31
16时10分36秒     all     29.26      0.00      0.76      0.06      0.00     69.92
16时10分37秒     all     26.70      0.00      1.02      0.00      0.00     72.28
16时10分38秒     all     29.08      0.00      0.63      0.00      0.00     70.29
16时10分39秒     all     28.88      0.00      0.76      0.00      0.00     70.36
16时10分40秒     all     28.77      0.00      0.76      0.00      0.00     70.47
16时10分41秒     all     29.01      0.00      0.89      0.57      0.00     69.54
16时10分42秒     all     28.85      0.00      0.51      0.00      0.00     70.64
16时10分43秒     all     28.91      0.00      1.08      0.00      0.00     70.02
16时10分44秒     all     29.31      0.00      0.76      0.00      0.00     69.92
16时10分45秒     all     28.70      0.00      0.45      0.00      0.00     70.85
16时10分46秒     all     29.25      0.00      1.02      0.51      0.00     69.23
16时10分47秒     all     28.90      0.00      0.95      0.00      0.00     70.15
16时10分48秒     all     28.88      0.00      0.70      0.00      0.00     70.42
16时10分49秒     all     29.76      0.00      4.41      1.66      0.00     64.18
16时10分50秒     all     33.20      0.00     15.86     18.31      0.00     32.62
16时10分51秒     all     35.00      0.00      7.56     18.40      0.00     39.04
16时10分52秒     all     39.77      0.00      7.23     17.65      0.00     35.36
16时10分53秒     all     34.58      0.00      6.93     17.61      0.00     40.88
16时10分54秒     all     43.83      0.00      3.94     16.35      0.00     35.88
16时10分55秒     all     41.25      0.00      3.76     17.38      0.00     37.62
16时10分56秒     all     38.62      0.00      2.62     17.39      0.00     41.37
16时10分57秒     all     35.36      0.00     11.41     16.92      0.00     36.31
16时10分58秒     all     29.17      0.00     12.29     19.43      0.00     39.11
16时10分59秒     all     33.38      0.00     10.66     17.32      0.00     38.64
16时11分00秒     all     35.01      0.00      6.62     18.14      0.00     40.23
16时11分01秒     all     40.98      0.00      3.30     18.11      0.00     37.61
16时11分02秒     all     34.23      0.00      9.77     17.24      0.00     38.76
16时11分03秒     all     39.00      0.00      5.07     17.76      0.00     38.17
16时11分04秒     all     34.61      0.00      9.43     17.21      0.00     38.75
16时11分05秒     all     32.25      0.00     11.94     16.89      0.00     38.92
16时11分06秒     all     41.89      0.00      2.66     18.69      0.00     36.76
16时11分07秒     all     34.44      0.00      9.57     17.16      0.00     38.84
16时11分08秒     all     39.77      0.00      4.46     17.34      0.00     38.43
16时11分09秒     all     39.55      0.00      4.65     16.69      0.00     39.11
16时11分10秒     all     35.23      0.00      9.32     16.86      0.00     38.59
16时11分11秒     all     37.51      0.00      6.74     17.86      0.00     37.89
16时11分12秒     all     32.89      0.00     11.30     17.65      0.00     38.16
16时11分13秒     all     35.22      0.00      9.11     17.58      0.00     38.09
16时11分14秒     all     40.56      0.00      3.83     17.67      0.00     37.95
16时11分15秒     all     32.95      0.00     10.92     18.54      0.00     37.59
16时11分16秒     all     42.40      0.00      1.77     16.86      0.00     38.97
16时11分17秒     all     41.99      0.00      2.16     17.09      0.00     38.75
16时11分18秒     all     42.31      0.00      1.65     17.92      0.00     38.12
16时11分19秒     all     42.97      0.00      2.67     17.57      0.00     36.79
16时11分20秒     all     42.35      0.00      2.29     17.65      0.00     37.71
16时11分21秒     all     42.65      0.00      1.65     19.07      0.00     36.63
16时11分22秒     all     41.72      0.00      2.23     17.83      0.00     38.22
16时11分23秒     all     32.28      0.00     11.03     19.28      0.00     37.41
16时11分24秒     all     34.10      0.00      9.73     19.08      0.00     37.09
16时11分25秒     all     40.20      0.00      3.94     17.43      0.00     38.42
16时11分26秒     all     40.66      0.00      3.24     17.47      0.00     38.63
16时11分27秒     all     42.21      0.00      1.84     17.99      0.00     37.95
16时11分28秒     all     42.66      0.00      2.23     17.55      0.00     37.57
16时11分29秒     all     42.19      0.00      1.98     17.53      0.00     38.30
16时11分30秒     all     37.91      0.00      6.49     18.58      0.00     37.02
16时11分31秒     all     41.41      0.00      2.42     17.75      0.00     38.42
16时11分32秒     all     39.58      0.00      6.29     16.20      0.00     37.93
16时11分33秒     all     43.92      0.00      2.53     16.67      0.00     36.88
16时11分34秒     all     43.07      0.00      1.90     17.16      0.00     37.87
16时11分35秒     all     43.49      0.00      1.98     16.99      0.00     37.55
16时11分36秒     all     44.50      0.00      2.54     16.53      0.00     36.43
16时11分37秒     all     43.55      0.00      1.91     18.05      0.00     36.49
16时11分38秒     all     43.41      0.00      2.04     16.87      0.00     37.68
16时11分39秒     all     43.96      0.00      2.54     16.60      0.00     36.90
16时11分40秒     all     43.32      0.00      1.78     16.86      0.00     38.04
16时11分41秒     all     40.46      0.00      4.39     17.81      0.00     37.34
16时11分42秒     all     39.16      0.00      2.23     17.74      0.00     40.88
16时11分43秒     all     39.39      0.00      4.70     17.60      0.00     38.31
16时11分44秒     all     41.25      0.00      3.12     18.59      0.00     37.05
16时11分45秒     all     41.22      0.00      2.74     17.68      0.00     38.36
16时11分46秒     all     40.50      0.00      3.43     17.16      0.00     38.91
16时11分47秒     all     41.70      0.00      2.73     17.16      0.00     38.40
16时11分48秒     all     42.91      0.00      2.54     17.36      0.00     37.19
16时11分49秒     all     38.73      0.00      2.03     14.73      0.00     44.51
16时11分50秒     all     16.10      0.00      0.82      0.00      0.00     83.08
16时11分51秒     all     10.40      0.00      1.00      0.00      0.00     88.60
16时11分52秒     all      8.91      0.00      0.94      0.00      0.00     90.15
16时11分53秒     all     18.06      0.00      2.34      0.00      0.00     79.59
16时11分54秒     all     30.03      0.00      3.57      0.13      0.00     66.28
16时11分55秒     all     29.14      0.00      1.40      0.25      0.00     69.21
16时11分56秒     all     29.01      0.00      0.70      0.00      0.00     70.29
16时11分57秒     all     29.06      0.00      1.21      0.19      0.00     69.54
16时11分58秒     all     29.33      0.00      1.46      0.00      0.00     69.21
16时11分59秒     all     29.02      0.00      0.83      0.00      0.00     70.16
16时12分00秒     all     29.44      0.00      0.89      0.00      0.00     69.67
16时12分01秒     all     29.26      0.00      0.95      0.00      0.00     69.78
16时12分02秒     all     29.05      0.00      0.64      0.19      0.00     70.12
16时12分03秒     all     29.07      0.00      0.95      0.00      0.00     69.97
16时12分04秒     all     31.58      0.00      1.14      0.00      0.00     67.28
16时12分05秒     all     28.93      0.00      0.76      0.00      0.00     70.31
16时12分06秒     all     29.00      0.00      1.08      0.00      0.00     69.92
16时12分07秒     all     29.43      0.00      0.96      0.19      0.00     69.43
16时12分08秒     all     29.16      0.00      0.64      0.00      0.00     70.20
16时12分09秒     all     28.98      0.00      1.08      0.00      0.00     69.94
16时12分10秒     all     29.12      0.00      1.08      0.00      0.00     69.80
16时12分11秒     all     29.15      0.00      0.89      0.00      0.00     69.96
16时12分12秒     all     29.12      0.00      1.14      0.00      0.00     69.73
16时12分13秒     all     29.21      0.00      1.02      0.00      0.00     69.78
16时12分14秒     all     29.27      0.00      0.63      0.00      0.00     70.10
16时12分15秒     all     28.81      0.00      0.96      0.00      0.00     70.24
16时12分16秒     all     29.46      0.00      1.02      0.00      0.00     69.52
16时12分17秒     all     29.04      0.00      0.82      0.00      0.00     70.13
16时12分18秒     all     28.75      0.00      0.95      0.13      0.00     70.17
16时12分19秒     all     29.55      0.00      1.59      0.00      0.00     68.86
16时12分20秒     all     29.17      0.00      1.21      0.00      0.00     69.62
16时12分21秒     all     29.40      0.00      1.14      0.00      0.00     69.46
16时12分22秒     all     28.70      0.00      0.89      0.00      0.00     70.41
16时12分23秒     all     31.32      0.00      1.02      0.00      0.00     67.66
16时12分24秒     all     29.31      0.00      0.83      0.00      0.00     69.87
16时12分25秒     all     29.24      0.00      0.82      0.13      0.00     69.81
16时12分26秒     all     29.03      0.00      1.14      0.00      0.00     69.82
16时12分27秒     all     29.33      0.00      0.89      0.00      0.00     69.78
16时12分28秒     all     28.86      0.00      0.83      0.00      0.00     70.31
16时12分29秒     all     29.12      0.00      1.08      0.00      0.00     69.80
16时12分30秒     all     29.69      0.00      0.95      0.19      0.00     69.17
16时12分31秒     all     26.76      0.00      0.64      0.00      0.00     72.60
16时12分32秒     all     29.28      0.00      0.76      0.00      0.00     69.96
16时12分33秒     all     29.70      0.00      1.08      0.00      0.00     69.23
16时12分34秒     all     29.09      0.00      0.70      0.00      0.00     70.21
16时12分35秒     all     28.78      0.00      1.21      0.32      0.00     69.70
16时12分36秒     all     29.46      0.00      0.95      0.00      0.00     69.59
16时12分37秒     all     29.13      0.00      0.83      0.00      0.00     70.04
16时12分38秒     all     29.11      0.00      1.14      0.19      0.00     69.56
16时12分39秒     all     29.33      0.00      1.02      0.00      0.00     69.65
16时12分40秒     all     29.12      0.00      0.64      0.00      0.00     70.25
16时12分41秒     all     28.88      0.00      1.27      0.82      0.00     69.03
16时12分42秒     all     29.41      0.00      0.95      0.00      0.00     69.64
16时12分43秒     all     29.42      0.00      0.83      0.00      0.00     69.76
16时12分44秒     all     29.03      0.00      1.08      0.00      0.00     69.89
16时12分45秒     all     29.28      0.00      0.64      0.00      0.00     70.08
16时12分46秒     all     29.12      0.00      1.14      0.57      0.00     69.16
16时12分47秒     all     29.25      0.00      1.21      0.00      0.00     69.54
16时12分48秒     all     29.47      0.00      0.70      0.00      0.00     69.84
16时12分49秒     all     28.87      0.00      1.21      0.06      0.00     69.86
16时12分50秒     all     29.40      0.00      0.89      0.19      0.00     69.52
16时12分51秒     all     26.73      0.00      0.76      0.19      0.00     72.32
16时12分52秒     all     29.70      0.00      1.15      0.00      0.00     69.15
16时12分53秒     all     14.95      0.00      9.48      0.06      0.00     75.51
16时12分54秒     all      6.07      0.00      8.82      0.00      0.00     85.11
16时12分55秒     all      4.16      0.00      1.73      0.06      0.00     94.05
16时12分56秒     all      3.40      0.00      0.64      0.00      0.00     95.96
16时12分57秒     all      3.20      0.00      1.47      0.00      0.00     95.33
16时12分58秒     all      4.04      0.00      1.09      0.38      0.00     94.49
16时12分59秒     all      3.26      0.00      0.96      0.00      0.00     95.78
16时13分00秒     all      3.40      0.00      1.03      0.00      0.00     95.57
16时13分01秒     all      3.34      0.00      1.28      0.06      0.00     95.31
16时13分02秒     all      3.13      0.00      0.83      0.00      0.00     96.04
16时13分03秒     all      3.14      0.00      1.03      0.00      0.00     95.83
16时13分04秒     all      3.40      0.00      1.15      0.00      0.00     95.45
16时13分05秒     all      3.51      0.00      0.83      0.00      0.00     95.65
16时13分06秒     all      2.94      0.00      1.28      0.00      0.00     95.78
16时13分07秒     all      3.41      0.00      0.97      0.00      0.00     95.62
16时13分08秒     all      3.14      0.00      0.70      0.00      0.00     96.16
16时13分09秒     all      3.08      0.00      1.28      0.00      0.00     95.63
16时13分10秒     all      3.76      0.00      1.21      0.00      0.00     95.03
16时13分11秒     all      3.22      0.00      0.84      0.00      0.00     95.95
16时13分12秒     all      3.25      0.00      1.34      0.19      0.00     95.21
16时13分13秒     all      3.47      0.06      1.16      0.06      0.00     95.24
16时13分14秒     all      3.45      0.32      0.96      0.19      0.00     95.08
16时13分15秒     all      3.14      0.00      1.22      0.00      0.00     95.64
16时13分16秒     all      3.39      0.00      1.34      0.00      0.00     95.27
16时13分17秒     all      3.65      0.00      0.51      0.00      0.00     95.84
16时13分18秒     all      2.88      0.00      1.41      0.00      0.00     95.71
16时13分19秒     all      3.96      0.00      1.41      0.38      0.00     94.25
16时13分20秒     all      3.14      0.00      1.09      0.26      0.00     95.51
16时13分21秒     all      3.59      0.00      1.15      0.13      0.00     95.13
16时13分22秒     all      3.33      0.06      0.64      0.06      0.00     95.90
16时13分23秒     all      3.21      0.06      1.22      0.06      0.00     95.45
16时13分24秒     all      3.58      0.13      1.66      0.13      0.00     94.50
16时13分25秒     all      1.22      0.00      0.58      0.00      0.00     98.20
16时13分26秒     all      5.24      0.00      1.47      0.00      0.00     93.29
16时13分27秒     all      3.21      0.00      1.16      0.00      0.00     95.64
16时13分28秒     all      3.15      0.00      0.64      0.00      0.00     96.21
16时13分29秒     all      3.32      0.00      1.41      0.13      0.00     95.14
16时13分30秒     all      3.92      0.00      0.96      0.06      0.00     95.05
16时13分31秒     all      3.01      0.00      0.77      0.00      0.00     96.22
16时13分32秒     all      3.21      0.00      1.22      0.00      0.00     95.58
16时13分33秒     all      3.27      0.00      1.16      0.00      0.00     95.57
16时13分34秒     all      3.77      0.00      0.77      0.00      0.00     95.46
16时13分35秒     all      2.70      0.00      1.29      0.19      0.00     95.82
16时13分36秒     all      3.51      0.00      1.09      0.00      0.00     95.40
16时13分37秒     all      3.53      0.00      0.90      0.00      0.00     95.57
16时13分38秒     all      3.34      0.00      1.22      0.19      0.00     95.24
16时13分39秒     all      3.34      0.00      1.28      0.00      0.00     95.38
16时13分40秒     all      3.07      0.00      0.77      0.19      0.00     95.97
16时13分41秒     all      3.14      0.00      1.28      0.00      0.00     95.57
16时13分42秒     all      3.78      0.00      1.15      0.00      0.00     95.07
16时13分43秒     all      3.21      0.00      0.83      0.00      0.00     95.96
16时13分44秒     all      3.07      0.00      1.35      0.00      0.00     95.58
16时13分45秒     all      3.40      0.00      0.71      0.83      0.00     95.06
16时13分46秒     all      3.14      0.00      1.09      0.00      0.00     95.77
16时13分47秒     all      3.40      0.00      1.28      0.06      0.00     95.26
16时13分48秒     all      1.28      0.00      0.83      0.00      0.00     97.89
16时13分49秒     all      3.72      0.00      0.96      0.00      0.00     95.31
16时13分50秒     all      3.27      0.00      1.22      0.00      0.00     95.52
16时13分51秒     all      2.70      0.00      0.90      0.00      0.00     96.40
16时13分52秒     all      3.33      0.00      1.02      0.26      0.00     95.39
16时13分53秒     all      3.78      0.00      5.92      0.00      0.00     90.30
16时13分54秒     all      3.13      0.00      7.02      0.00      0.00     89.84
16时13分55秒     all      3.96      0.00      5.60      0.00      0.00     90.44
16时13分56秒     all      1.62      0.00      3.23      0.00      0.00     95.15
16时13分57秒     all      3.42      0.00      1.61      0.64      0.00     94.33
16时13分58秒     all      3.27      0.00      1.28      0.00      0.00     95.45
16时13分59秒     all      3.45      0.00      0.96      0.00      0.00     95.59
16时14分00秒     all      3.40      0.00      1.15      0.00      0.00     95.45
16时14分01秒     all      3.59      0.00      0.83      0.00      0.00     95.58
16时14分02秒     all      3.14      0.00      1.09      0.19      0.00     95.58
16时14分03秒     all      3.33      0.00      0.90      0.00      0.00     95.77
16时14分04秒     all      3.46      0.00      0.90      0.00      0.00     95.64
16时14分05秒     all      3.19      0.00      1.02      0.00      0.00     95.79
16时14分06秒     all      3.40      0.00      1.09      0.00      0.00     95.51
16时14分07秒     all      3.40      0.00      0.96      0.00      0.00     95.64
16时14分08秒     all      1.15      0.00      0.96      0.00      0.00     97.88
16时14分09秒     all      3.71      0.00      1.09      0.00      0.00     95.20
16时14分10秒     all      3.01      0.00      1.09      0.00      0.00     95.91
16时14分11秒     all      3.14      0.00      0.71      0.00      0.00     96.15
16时14分12秒     all      3.20      0.00      1.09      0.13      0.00     95.58
16时14分13秒     all      3.34      0.00      0.71      0.00      0.00     95.95
16时14分14秒     all      3.45      0.00      0.90      0.00      0.00     95.65
16时14分15秒     all      3.39      0.00      1.22      0.00      0.00     95.39
16时14分16秒     all      3.45      0.00      0.89      0.00      0.00     95.65
16时14分17秒     all      3.32      0.00      1.09      0.06      0.00     95.53
16时14分18秒     all      3.46      0.00      1.09      0.00      0.00     95.45
16时14分19秒     all      4.16      0.00      1.67      0.00      0.00     94.17
16时14分20秒     all      3.14      0.00      0.58      0.45      0.00     95.84
16时14分21秒     all      3.22      0.00      0.90      0.00      0.00     95.88
16时14分22秒     all      1.34      0.00      0.70      0.00      0.00     97.95
16时14分23秒     all      3.33      0.00      1.09      0.00      0.00     95.58
16时14分24秒     all      3.52      0.00      1.02      0.00      0.00     95.46
16时14分25秒     all      3.01      0.00      0.96      0.19      0.00     95.83
16时14分26秒     all      3.46      0.00      0.96      0.00      0.00     95.58
16时14分27秒     all      3.52      0.00      1.22      0.00      0.00     95.26
16时14分28秒     all      1.22      0.00      0.64      0.00      0.00     98.14
16时14分29秒     all      3.26      0.00      1.28      0.00      0.00     95.46
16时14分30秒     all      3.59      0.00      1.16      0.26      0.00     94.99
16时14分31秒     all      3.34      0.00      0.45      0.00      0.00     96.21
16时14分32秒     all      3.27      0.00      1.09      0.00      0.00     95.65
16时14分33秒     all      3.26      0.00      1.21      0.19      0.00     95.33
16时14分34秒     all      3.21      0.00      0.64      0.00      0.00     96.15
16时14分35秒     all      3.33      0.00      1.22      0.00      0.00     95.46
16时14分36秒     all      3.40      0.00      1.03      0.39      0.00     95.19
16时14分37秒     all      3.59      0.00      1.09      0.00      0.00     95.33
16时14分38秒     all      3.15      0.00      0.96      0.00      0.00     95.88
16时14分39秒     all      3.84      0.00      1.28      0.00      0.00     94.88
16时14分40秒     all      1.99      0.00      0.51      0.00      0.00     97.50
16时14分41秒     all      3.45      0.00      1.09      0.96      0.00     94.50
16时14分42秒     all      3.21      0.00      1.22      0.00      0.00     95.57
16时14分43秒     all      3.34      0.00      0.51      0.00      0.00     96.14
16时14分44秒     all      3.12      0.00      1.21      0.00      0.00     95.66
16时14分45秒     all      3.52      0.00      1.28      0.00      0.00     95.20
16时14分46秒     all      3.33      0.00      0.64      0.06      0.00     95.97
16时14分47秒     all      3.08      0.00      1.09      0.00      0.00     95.83
16时14分48秒     all      3.58      0.00      0.77      0.00      0.00     95.65
16时14分49秒     all      2.95      0.00      1.16      0.00      0.00     95.89
16时14分50秒     all      3.26      0.00      1.22      0.00      0.00     95.52
16时14分51秒     all      3.28      0.00      0.77      0.00      0.00     95.95
16时14分52秒     all      2.88      0.00      1.47      0.00      0.00     95.64
16时14分53秒     all      3.71      0.00      0.96      0.00      0.00     95.34
16时14分54秒     all      3.27      0.00      0.70      0.00      0.00     96.03
16时14分55秒     all      3.84      0.00      2.18      0.00      0.00     93.98
16时14分56秒     all      4.27      0.00      2.91      0.00      0.00     92.81
16时14分57秒     all      1.48      0.00      1.87      0.97      0.00     95.67
16时14分58秒     all      3.46      0.00      1.35      0.00      0.00     95.20
16时14分59秒     all      3.20      0.00      1.09      0.00      0.00     95.72
16时15分00秒     all      3.77      0.00      1.21      0.00      0.00     95.02
16时15分01秒     all      3.77      0.00      1.02      0.00      0.00     95.20
16时15分02秒     all      1.22      0.00      0.77      0.58      0.00     97.43
16时15分03秒     all      3.40      0.00      1.15      0.00      0.00     95.45
16时15分04秒     all      3.33      0.00      0.96      0.00      0.00     95.71
16时15分05秒     all      3.27      0.00      0.70      0.00      0.00     96.03
16时15分06秒     all      3.33      0.00      1.15      0.06      0.00     95.45
16时15分07秒     all      3.45      0.00      0.83      0.00      0.00     95.72
16时15分08秒     all      3.34      0.00      0.96      0.00      0.00     95.70
16时15分09秒     all      3.51      0.00      1.15      0.00      0.00     95.34
16时15分10秒     all      3.66      0.00      0.84      0.00      0.00     95.50
16时15分11秒     all      1.15      0.00      0.77      0.00      0.00     98.08
16时15分12秒     all      3.59      0.00      1.22      0.77      0.00     94.43
16时15分13秒     all      3.39      0.00      0.96      0.00      0.00     95.65
16时15分14秒     all      3.21      0.00      0.83      0.00      0.00     95.96
16时15分15秒     all      3.64      0.00      1.02      0.00      0.00     95.34
16时15分16秒     all      3.27      0.00      1.15      0.00      0.00     95.58
16时15分17秒     all      3.01      0.00      0.90      0.13      0.00     95.97
16时15分18秒     all      3.65      0.00      1.15      0.00      0.00     95.20
16时15分19秒     all      3.98      0.00      1.80      0.00      0.00     94.22
16时15分20秒     all      3.21      0.00      0.58      0.00      0.00     96.21
16时15分21秒     all      3.27      0.00      1.22      0.00      0.00     95.52
16时15分22秒     all      1.53      0.00      0.77      0.00      0.00     97.70
16时15分23秒     all      3.34      0.00      0.90      0.00      0.00     95.76
16时15分24秒     all      3.27      0.00      1.09      0.00      0.00     95.64
16时15分25秒     all      3.40      0.00      0.90      0.26      0.00     95.45
16时15分26秒     all      3.14      0.00      1.22      0.00      0.00     95.64
16时15分27秒     all      5.70      0.00      1.09      0.00      0.00     93.21
16时15分28秒     all      1.15      0.00      0.71      0.00      0.00     98.14
16时15分29秒     all      3.26      0.00      1.34      0.00      0.00     95.40
16时15分30秒     all      3.73      0.00      1.09      0.06      0.00     95.12
16时15分31秒     all      3.27      0.00      0.58      0.06      0.00     96.09
16时15分32秒     all      3.21      0.00      1.09      0.00      0.00     95.71
16时15分33秒     all      3.59      0.00      1.03      0.00      0.00     95.38
16时15分34秒     all      3.01      0.00      0.96      0.00      0.00     96.03
16时15分35秒     all      3.20      0.00      1.09      0.00      0.00     95.71
16时15分36秒     all      3.66      0.00      1.03      0.00      0.00     95.32
16时15分37秒     all      3.28      0.00      0.96      0.00      0.00     95.76
16时15分38秒     all      2.89      0.00      1.28      0.00      0.00     95.83
16时15分39秒     all      3.77      0.00      1.15      0.00      0.00     95.08
16时15分40秒     all      3.33      0.00      0.83      0.00      0.00     95.83
16时15分41秒     all      2.89      0.00      1.09      0.06      0.00     95.95
16时15分42秒     all      3.64      0.00      1.41      0.00      0.00     94.95
16时15分43秒     all      3.33      0.00      0.64      0.00      0.00     96.03
16时15分44秒     all      2.83      0.00      1.16      0.00      0.00     96.01
16时15分45秒     all      3.58      0.00      1.09      0.00      0.00     95.34
16时15分46秒     all      3.08      0.00      0.90      0.00      0.00     96.02
16时15分47秒     all      3.58      0.00      1.28      0.00      0.00     95.14
16时15分48秒     all      3.15      0.00      0.71      0.00      0.00     96.15
16时15分49秒     all      3.59      0.00      1.22      0.00      0.00     95.19
16时15分50秒     all      3.59      0.00      1.09      0.19      0.00     95.13
16时15分51秒     all      3.40      0.00      0.77      0.19      0.00     95.64
16时15分52秒     all      3.01      0.00      1.47      0.00      0.00     95.52
16时15分53秒     all      3.77      0.00      1.15      0.00      0.00     95.07
16时15分54秒     all      3.02      0.00      0.64      0.00      0.00     96.34
16时15分55秒     all      4.29      0.00      1.98      0.45      0.00     93.28
16时15分56秒     all      6.71      0.00      3.68      5.55      0.00     84.06
16时15分57秒     all      5.02      0.00      4.50      5.61      0.00     84.88
16时15分58秒     all      4.10      0.00      2.62      5.44      0.00     87.84
16时15分59秒     all      4.04      0.00      1.86      5.71      0.00     88.38
16时16分00秒     all      3.93      0.00      2.06      5.60      0.00     88.42
16时16分01秒     all      3.80      0.00      1.87      5.92      0.00     88.42
16时16分02秒     all      1.73      0.00      1.41      5.97      0.00     90.88
16时16分03秒     all      3.80      0.00      1.74      5.48      0.00     88.97
16时16分04秒     all      3.79      0.00      2.06      5.79      0.00     88.36
16时16分05秒     all      3.55      0.00      1.49      5.68      0.00     89.28
16时16分06秒     all      3.85      0.00      2.05      5.52      0.00     88.58
16时16分07秒     all      4.36      0.00      3.01      4.87      0.00     87.75
16时16分08秒     all      1.61      0.00      1.61      5.72      0.00     91.07
16时16分09秒     all      3.67      0.00      2.12      5.86      0.00     88.35
16时16分10秒     all      4.30      0.00      1.99      5.77      0.00     87.94
16时16分11秒     all      1.55      0.00      1.42      5.87      0.00     91.17
16时16分12秒     all      5.24      0.00      2.62      5.50      0.00     86.65
16时16分13秒     all      3.56      0.00      1.81      5.63      0.00     89.00
16时16分14秒     all      3.72      0.00      1.73      5.90      0.00     88.65
16时16分15秒     all      3.29      0.00      2.07      5.62      0.00     89.03
16时16分16秒     all      3.99      0.00      1.74      5.86      0.00     88.40
16时16分17秒     all      1.16      0.00      1.61      5.56      0.00     91.67
16时16分18秒     all      3.74      0.00      1.80      5.61      0.00     88.85
16时16分19秒     all      4.20      0.00      3.36      4.92      0.00     87.52
16时16分20秒     all      3.29      0.00      1.61      5.87      0.00     89.23
16时16分21秒     all      3.16      0.00      2.19      5.61      0.00     89.05
16时16分22秒     all      3.54      0.00      1.74      5.92      0.00     88.81
16时16分23秒     all      3.36      0.00      1.94      5.55      0.00     89.15
16时16分24秒     all      3.54      0.00      2.12      5.41      0.00     88.93
16时16分25秒     all      3.22      0.00      1.87      5.93      0.00     88.98
16时16分26秒     all      3.15      0.00      2.38      5.59      0.00     88.87
16时16分27秒     all      4.03      0.00      2.30      5.38      0.00     88.28
16时16分28秒     all      3.59      0.00      2.18      5.65      0.00     88.58
16时16分29秒     all      3.64      0.00      2.43      5.37      0.00     88.56
16时16分30秒     all      4.43      0.00      3.15      5.21      0.00     87.21
16时16分31秒     all      3.57      0.00      2.11      5.55      0.00     88.77
16时16分32秒     all      3.54      0.00      2.12      5.47      0.00     88.87
16时16分33秒     all      3.54      0.00      2.19      5.41      0.00     88.87
16时16分34秒     all      4.05      0.00      1.41      5.52      0.00     89.02
16时16分35秒     all      3.54      0.00      2.12      5.72      0.00     88.62
16时16分36秒     all      3.87      0.00      1.61      5.42      0.00     89.09
16时16分37秒     all      3.67      0.00      1.61      5.54      0.00     89.18
16时16分38秒     all      3.97      0.00      1.86      5.96      0.00     88.21
16时16分39秒     all      3.92      0.00      2.12      5.59      0.00     88.37
16时16分40秒     all      3.42      0.00      1.48      5.61      0.00     89.49
16时16分41秒     all      3.48      0.00      1.74      5.54      0.00     89.25
16时16分42秒     all      4.00      0.00      3.23      4.97      0.00     87.80
