Linux 6.8.0-59-generic (superlzx) 	2025年05月16日 	_x86_64_	(16 CPU)

15时39分37秒     CPU     %user     %nice   %system   %iowait    %steal     %idle
15时56分01秒     all     27.79      0.00      0.63      0.00      0.00     71.57
15时56分02秒     all     25.91      0.00      0.45      0.00      0.00     73.65
15时56分03秒     all     25.79      0.00      0.19      0.00      0.00     74.02
15时56分04秒     all     27.63      0.00      0.82      0.00      0.00     71.55
15时56分05秒     all     26.10      0.00      0.45      0.00      0.00     73.46
15时56分06秒     all     25.81      0.00      0.38      0.44      0.00     73.37
15时56分07秒     all     27.83      0.00      0.64      0.00      0.00     71.54
15时56分08秒     all     25.87      0.00      0.45      0.00      0.00     73.68
15时56分09秒     all     25.81      0.00      0.38      0.00      0.00     73.81
15时56分10秒     all     25.94      0.00      0.57      0.00      0.00     73.49
15时56分11秒     all     27.65      0.00      0.44      0.51      0.00     71.40
15时56分12秒     all     25.88      0.00      0.51      0.00      0.00     73.61
15时56分13秒     all     27.62      0.00      0.70      0.00      0.00     71.68
15时56分14秒     all     25.86      0.00      0.19      0.00      0.00     73.95
15时56分15秒     all     26.22      0.00      0.51      0.00      0.00     73.27
15时56分16秒     all     27.49      0.00      0.76      0.13      0.00     71.62
15时56分17秒     all     25.84      0.00      0.06      0.00      0.00     74.09
15时56分18秒     all     25.82      0.00      0.63      0.00      0.00     73.54
15时56分19秒     all     27.83      0.00      0.95      0.00      0.00     71.22
15时56分20秒     all     25.78      0.00      0.25      0.06      0.00     73.90
15时56分21秒     all     25.94      0.00      0.51      0.00      0.00     73.55
15时56分22秒     all     27.89      0.00      0.64      0.00      0.00     71.47
15时56分23秒     all     25.67      0.00      0.25      0.00      0.00     74.08
15时56分24秒     all     26.05      0.00      0.57      0.00      0.00     73.38
15时56分25秒     all     27.60      0.00      0.89      0.13      0.00     71.38
15时56分26秒     all     25.79      0.00      0.19      0.00      0.00     74.02
15时56分27秒     all     25.83      0.00      0.57      0.00      0.00     73.60
15时56分28秒     all     32.19      0.00      2.16      0.00      0.00     65.65
15时56分29秒     all     29.43      0.00      2.09      0.00      0.00     68.48
15时56分30秒     all     25.95      0.00      0.38      0.00      0.00     73.66
15时56分31秒     all     27.77      0.00      0.82      0.32      0.00     71.08
15时56分32秒     all     25.85      0.00      0.26      0.00      0.00     73.90
15时56分33秒     all     29.70      0.00      2.41      0.00      0.00     67.89
15时56分34秒     all     27.73      0.00      0.63      0.00      0.00     71.64
15时56分35秒     all     25.67      0.00      0.25      0.06      0.00     74.01
15时56分36秒     all     26.06      0.00      0.51      0.13      0.00     73.31
15时56分37秒     all     25.88      0.00      0.32      0.00      0.00     73.80
15时56分38秒     all     27.65      0.00      0.70      0.00      0.00     71.65
15时56分39秒     all     26.19      0.00      0.70      0.00      0.00     73.11
15时56分40秒     all     25.91      0.00      0.25      0.19      0.00     73.65
15时56分41秒     all     27.33      0.00      0.76      0.00      0.00     71.91
15时56分42秒     all     25.99      0.00      0.38      0.00      0.00     73.63
15时56分43秒     all     25.90      0.00      0.25      0.00      0.00     73.84
15时56分44秒     all     27.69      0.00      0.57      0.00      0.00     71.74
15时56分45秒     all     14.90      0.00      7.13      0.06      0.00     77.90
15时56分46秒     all      2.49      0.00      7.07      0.00      0.00     90.45
15时56分47秒     all      1.92      0.00      1.41      0.00      0.00     96.67
15时56分48秒     all      0.64      0.00      0.26      0.00      0.00     99.10
15时56分49秒     all      0.39      0.00      0.71      0.00      0.00     98.91
15时56分50秒     all      2.24      0.00      0.70      0.00      0.00     97.06
15时56分51秒     all      0.26      0.00      0.26      0.00      0.00     99.49
15时56分52秒     all      0.77      0.00      0.96      0.00      0.00     98.27
15时56分53秒     all      2.63      0.00      1.15      0.00      0.00     96.22
15时56分54秒     all      0.51      0.00      0.45      0.00      0.00     99.04
15时56分55秒     all      0.58      0.00      0.58      0.00      0.00     98.84
15时56分56秒     all      1.98      0.00      0.90      0.00      0.00     97.12
15时56分57秒     all      0.45      0.00      0.32      0.06      0.00     99.17
15时56分58秒     all      0.64      0.00      0.51      0.00      0.00     98.84
15时56分59秒     all      1.98      0.00      0.90      0.00      0.00     97.12
15时57分00秒     all      0.45      0.00      0.38      0.00      0.00     99.17
15时57分01秒     all      0.71      0.00      0.51      0.00      0.00     98.78
15时57分02秒     all      2.04      0.00      0.89      0.06      0.00     97.00
15时57分03秒     all      0.38      0.00      0.19      0.00      0.00     99.42
15时57分04秒     all      0.45      0.00      0.90      0.00      0.00     98.65
15时57分05秒     all      2.04      0.00      0.83      0.00      0.00     97.12
15时57分06秒     all      0.32      0.00      0.32      0.00      0.00     99.36
15时57分07秒     all      0.58      0.00      0.45      0.39      0.00     98.59
15时57分08秒     all      1.92      0.00      1.09      0.00      0.00     96.99
15时57分09秒     all      0.77      0.00      0.13      0.00      0.00     99.10
15时57分10秒     all      0.51      0.00      0.71      0.00      0.00     98.78
15时57分11秒     all      0.45      0.00      0.38      0.00      0.00     99.17
15时57分12秒     all      1.93      0.00      0.71      0.32      0.00     97.05
15时57分13秒     all      0.51      0.00      0.45      0.00      0.00     99.04
15时57分14秒     all      0.45      0.00      0.45      0.00      0.00     99.10
15时57分15秒     all      1.86      0.00      0.64      0.00      0.00     97.50
15时57分16秒     all      0.77      0.00      0.64      0.00      0.00     98.59
15时57分17秒     all      0.38      0.00      0.45      0.06      0.00     99.10
15时57分18秒     all      1.92      0.00      0.77      0.00      0.00     97.31
15时57分19秒     all      0.64      0.00      0.64      0.00      0.00     98.72
15时57分20秒     all      0.38      0.00      0.38      0.19      0.00     99.04
15时57分21秒     all      1.99      0.00      0.77      0.13      0.00     97.11
15时57分22秒     all      0.64      0.00      0.70      0.00      0.00     98.65
15时57分23秒     all      0.58      0.32      0.77      0.00      0.00     98.34
15时57分24秒     all      6.18      0.06      3.06      0.06      0.00     90.63
15时57分25秒     all      3.45      0.00      1.47      0.00      0.00     95.07
15时57分26秒     all      0.71      0.00      0.32      0.00      0.00     98.97
15时57分27秒     all      1.73      0.00      1.03      0.00      0.00     97.24
15时57分28秒     all      5.12      0.00      4.79      0.00      0.00     90.09
15时57分29秒     all      1.76      0.00      1.24      0.00      0.00     97.01
15时57分30秒     all      3.62      0.00      3.29      0.07      0.00     93.03
15时57分31秒     all      1.56      0.00      2.60      0.13      0.00     95.71
15时57分32秒     all      4.55      0.00      4.10      0.00      0.00     91.35
15时57分33秒     all      3.81      0.07      3.22      0.13      0.00     92.77
15时57分34秒     all      6.69      0.07      5.51      0.00      0.00     87.73
15时57分35秒     all      3.98      0.00      2.93      0.00      0.00     93.09
15时57分36秒     all      2.53      0.00      1.88      0.00      0.00     95.60
15时57分37秒     all      1.17      0.00      2.15      0.00      0.00     96.67
15时57分38秒     all      0.71      0.00      1.61      0.00      0.00     97.68
15时57分39秒     all      2.92      0.00      2.40      0.39      0.00     94.29
15时57分40秒     all      0.85      0.00      2.02      0.00      0.00     97.14
15时57分41秒     all      0.65      0.00      1.42      0.00      0.00     97.93
15时57分42秒     all      2.85      0.00      2.52      0.00      0.00     94.63
15时57分43秒     all      0.98      0.00      1.89      0.00      0.00     97.14
15时57分44秒     all      0.78      0.00      1.49      0.39      0.00     97.35
15时57分45秒     all      3.55      0.00      4.06      0.00      0.00     92.39
15时57分46秒     all      1.11      0.00      2.68      0.00      0.00     96.21
15时57分47秒     all      0.96      0.00      1.34      0.00      0.00     97.70
15时57分48秒     all      0.98      0.00      2.28      0.00      0.00     96.75
15时57分49秒     all      2.07      0.00      1.55      0.39      0.00     96.00
15时57分50秒     all      1.10      0.00      2.27      0.00      0.00     96.63
15时57分51秒     all      0.72      0.00      2.15      0.00      0.00     97.14
15时57分52秒     all      2.33      0.00      1.68      0.00      0.00     95.99
15时57分53秒     all      1.23      0.00      2.14      0.00      0.00     96.63
15时57分54秒     all      0.97      0.00      1.88      0.00      0.00     97.15
15时57分55秒     all      2.33      0.00      1.42      0.00      0.00     96.25
15时57分56秒     all      1.42      0.00      2.39      0.00      0.00     96.18
15时57分57秒     all      1.04      0.00      1.95      0.00      0.00     97.01
15时57分58秒     all      5.91      0.00      3.53      0.00      0.00     90.56
15时57分59秒     all      1.24      0.00      2.21      0.20      0.00     96.35
15时58分00秒     all      1.10      0.00      1.81      0.00      0.00     97.08
15时58分01秒     all      2.07      0.00      1.55      0.00      0.00     96.38
15时58分02秒     all      1.30      0.00      2.34      0.00      0.00     96.37
15时58分03秒     all      4.35      0.00      3.57      0.00      0.00     92.08
15时58分04秒     all      2.19      0.00      1.81      0.00      0.00     96.00
15时58分05秒     all      1.30      0.00      2.08      0.52      0.00     96.10
15时58分06秒     all      0.84      0.00      1.75      0.00      0.00     97.41
15时58分07秒     all      2.32      0.00      1.74      0.00      0.00     95.93
